"","charact","end","film","good","life","make","movi","onli","perform","play","scene","stori","time","veri","work","year","class","bad","plot"
"character(0)1440",0,0,3,0,0,1,0,1,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1441",0,0,8,5,0,1,1,2,0,3,0,6,3,0,0,0,"Negative",0,2
"character(0)1442",0,0,5,1,0,0,1,1,0,1,6,5,3,0,0,0,"Negative",1,0
"character(0)1443",0,0,5,0,0,0,2,3,0,1,0,2,2,0,0,0,"Negative",3,0
"character(0)1444",1,0,2,0,0,2,2,1,0,1,1,0,0,0,0,0,"Negative",0,2
"character(0)1445",1,0,6,1,0,1,2,1,0,3,1,0,1,0,0,0,"Negative",1,1
"character(0)1446",3,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,"Negative",0,3
"character(0)1447",1,0,3,2,0,3,1,0,0,1,0,1,1,0,0,0,"Negative",5,1
"character(0)1448",2,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,"Negative",1,0
"character(0)1449",0,0,10,0,0,0,3,0,0,3,4,0,5,0,0,0,"Negative",0,0
"character(0)1450",0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,"Negative",0,1
"character(0)1451",1,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,"Negative",2,0
"character(0)1452",0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1453",3,0,7,1,0,4,3,1,0,0,3,2,3,0,0,0,"Negative",2,1
"character(0)1454",2,0,3,0,0,1,0,2,0,2,2,6,2,0,0,0,"Negative",0,0
"character(0)1455",0,0,3,1,0,2,1,1,0,0,3,0,0,0,0,0,"Negative",1,1
"character(0)1456",1,0,3,1,0,0,3,1,0,0,1,3,2,0,0,0,"Negative",2,0
"character(0)1457",0,0,4,0,0,1,0,2,0,1,0,2,0,0,0,0,"Negative",2,0
"character(0)1458",1,0,2,0,0,1,2,2,0,0,0,3,1,0,0,0,"Negative",0,1
"character(0)1459",4,0,14,4,0,1,3,3,0,1,4,0,1,0,0,0,"Negative",3,3
"character(0)1460",2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,"Negative",0,1
"character(0)1461",3,0,7,0,0,1,2,1,0,0,0,1,0,0,0,0,"Negative",0,5
"character(0)1462",3,0,2,1,0,1,3,1,0,2,3,0,0,0,0,0,"Negative",0,4
"character(0)1463",2,0,3,2,0,1,2,0,0,1,2,0,2,0,0,0,"Negative",0,1
"character(0)1464",3,0,9,0,0,2,1,4,0,2,2,2,5,0,0,0,"Negative",1,0
"character(0)1465",3,0,3,0,0,0,0,1,0,1,0,1,4,0,0,0,"Negative",0,0
"character(0)1466",0,0,9,1,0,0,1,0,0,1,0,1,2,0,0,0,"Negative",0,1
"character(0)1467",2,0,7,0,0,1,0,2,0,5,0,1,0,0,0,0,"Negative",1,0
"character(0)1468",1,0,1,0,0,4,6,2,0,2,1,0,1,0,0,0,"Negative",3,0
"character(0)1469",2,0,2,0,0,2,1,3,0,1,1,0,1,0,0,0,"Negative",0,0
"character(0)1470",5,0,3,2,0,1,2,5,0,3,2,0,2,0,0,0,"Negative",2,2
"character(0)1471",1,0,2,1,0,1,2,0,0,1,1,1,0,0,0,0,"Negative",1,0
"character(0)1472",4,0,15,1,0,1,0,1,0,0,2,1,3,0,0,0,"Negative",0,0
"character(0)1473",3,0,3,1,0,0,1,1,0,0,0,0,3,0,0,0,"Negative",0,0
"character(0)1474",0,0,3,0,0,1,0,0,0,0,2,1,1,0,0,0,"Negative",1,2
"character(0)1475",1,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1476",1,0,1,3,0,2,2,2,0,0,0,1,1,0,0,0,"Negative",2,0
"character(0)1477",2,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,"Negative",0,0
"character(0)1478",2,0,11,4,0,5,1,1,0,2,7,0,1,0,0,0,"Negative",6,0
"character(0)1479",1,0,3,0,0,5,6,0,0,2,0,1,2,0,0,0,"Negative",4,2
"character(0)1480",0,0,10,3,0,3,0,1,0,2,0,1,1,0,0,0,"Negative",1,1
"character(0)1481",0,0,10,1,0,1,2,0,0,0,0,0,1,0,0,0,"Negative",1,0
"character(0)1482",3,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,"Negative",1,1
"character(0)1483",4,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1484",8,0,3,4,0,0,6,3,0,2,4,0,0,0,0,0,"Negative",5,3
"character(0)1485",2,0,13,4,0,6,6,1,0,1,5,1,1,0,0,0,"Negative",3,0
"character(0)1486",3,0,2,1,0,2,15,2,0,2,2,1,1,0,0,0,"Negative",6,0
"character(0)1487",0,0,8,1,0,2,0,2,0,0,1,0,1,0,0,0,"Negative",0,4
"character(0)1488",0,0,11,2,0,2,2,0,0,1,2,1,0,0,0,0,"Negative",0,0
"character(0)1489",3,0,10,6,0,2,5,3,0,3,7,5,4,0,0,0,"Negative",0,1
"character(0)1490",0,0,1,1,0,1,5,1,0,2,2,1,1,0,0,0,"Negative",0,3
"character(0)1491",7,0,1,1,0,2,11,1,0,3,1,0,0,0,0,0,"Negative",1,4
"character(0)1492",0,0,12,1,0,0,3,0,0,0,1,0,2,0,0,0,"Negative",0,1
"character(0)1493",1,0,5,0,0,2,0,3,0,1,0,0,1,0,0,0,"Negative",0,1
"character(0)1494",3,0,8,6,0,4,5,1,0,4,0,1,2,0,0,0,"Negative",0,0
"character(0)1495",0,0,3,2,0,1,1,0,0,0,1,2,1,0,0,0,"Negative",0,1
"character(0)1496",1,0,5,0,0,1,2,1,0,2,0,1,1,0,0,0,"Negative",1,2
"character(0)1497",0,0,6,0,0,0,0,3,0,1,1,1,0,0,0,0,"Negative",0,0
"character(0)1498",0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1499",1,0,3,2,0,2,9,2,0,3,0,0,1,0,0,0,"Negative",1,6
"character(0)1500",0,0,3,3,0,0,5,2,0,4,1,0,0,0,0,0,"Negative",2,1
"character(0)1501",3,0,6,1,0,0,11,0,0,0,3,0,7,0,0,0,"Negative",3,2
"character(0)1502",5,0,12,1,0,2,4,1,0,3,2,0,3,0,0,0,"Negative",1,3
"character(0)1503",1,0,10,4,0,5,0,3,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1504",1,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,"Negative",0,0
"character(0)1505",6,0,8,2,0,3,6,0,0,1,5,0,2,0,0,0,"Negative",2,1
"character(0)1506",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Negative",0,0
"character(0)1507",3,0,8,0,0,1,5,2,0,1,3,2,2,0,0,0,"Negative",1,0
"character(0)1508",0,0,0,1,0,1,1,2,0,2,1,0,1,0,0,0,"Negative",0,2
"character(0)1509",0,0,1,1,0,1,1,0,0,0,2,0,3,0,0,0,"Negative",0,0
"character(0)1510",0,0,7,1,0,2,2,1,0,0,0,0,4,0,0,0,"Negative",0,3
"character(0)1511",3,0,6,5,0,4,19,3,0,4,1,0,5,0,0,0,"Negative",1,2
"character(0)1512",4,0,5,1,0,2,5,1,0,0,0,2,0,0,0,0,"Negative",2,1
"character(0)1513",1,0,0,0,0,2,10,5,0,1,0,2,1,0,0,0,"Negative",2,1
"character(0)1514",3,0,16,3,0,4,0,0,0,2,4,2,1,0,0,0,"Negative",2,1
"character(0)1515",1,0,7,0,0,1,1,2,0,3,1,0,1,0,0,0,"Negative",0,0
"character(0)1516",0,0,1,0,0,1,5,3,0,0,0,0,0,0,0,0,"Negative",2,3
"character(0)1517",0,0,7,2,0,6,1,2,0,1,0,0,2,0,0,0,"Negative",3,0
"character(0)1518",0,0,5,1,0,1,4,2,0,0,1,0,1,0,0,0,"Negative",0,1
"character(0)1519",1,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,"Negative",1,0
"character(0)1520",3,0,2,0,0,1,3,0,0,1,1,1,3,0,0,0,"Negative",0,0
"character(0)1521",3,0,2,2,0,0,2,1,0,2,1,0,1,0,0,0,"Negative",1,1
"character(0)1522",1,0,0,1,0,0,3,0,0,1,1,1,1,0,0,0,"Negative",1,1
"character(0)1523",0,0,1,0,0,1,8,2,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1524",2,0,12,4,0,4,3,0,0,0,0,1,2,0,0,0,"Negative",0,0
"character(0)1525",4,0,10,1,0,0,4,2,0,3,1,0,0,0,0,0,"Negative",1,0
"character(0)1526",3,0,21,3,0,4,1,8,0,1,2,0,2,0,0,0,"Negative",1,4
"character(0)1527",7,0,4,0,0,1,0,3,0,2,2,7,3,0,0,0,"Negative",0,0
"character(0)1528",0,0,4,0,0,1,3,1,0,1,1,1,0,0,0,0,"Negative",1,0
"character(0)1529",0,0,3,0,0,0,5,0,0,1,1,1,0,0,0,0,"Negative",0,0
"character(0)1530",3,0,7,1,0,1,2,1,0,2,2,1,4,0,0,0,"Negative",1,0
"character(0)1531",1,0,7,0,0,0,1,0,0,2,1,4,5,0,0,0,"Negative",0,0
"character(0)1532",0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,"Negative",0,0
"character(0)1533",1,0,13,3,0,0,3,3,0,0,3,1,3,0,0,0,"Negative",2,1
"character(0)1534",0,0,6,2,0,1,10,0,0,0,1,1,0,0,0,0,"Negative",0,0
"character(0)1535",2,0,4,0,0,3,2,0,0,0,2,0,0,0,0,0,"Negative",0,0
"character(0)1536",1,0,3,0,0,1,1,1,0,1,1,0,3,0,0,0,"Negative",0,1
"character(0)1537",1,0,3,1,0,1,6,0,0,1,0,0,1,0,0,0,"Negative",0,1
"character(0)1538",1,0,2,1,0,2,4,2,0,1,2,0,3,0,0,0,"Negative",0,0
"character(0)1539",4,0,10,2,0,3,6,2,0,5,4,0,2,0,0,0,"Negative",1,0
"character(0)1540",2,0,5,0,0,1,0,3,0,0,0,2,2,0,0,0,"Negative",2,3
"character(0)1541",0,0,2,1,0,0,10,1,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1542",2,0,4,1,0,2,0,0,0,0,0,1,1,0,0,0,"Negative",0,2
"character(0)1543",0,0,3,1,0,2,3,3,0,0,1,0,2,0,0,0,"Negative",0,0
"character(0)1544",3,0,4,1,0,4,1,1,0,0,0,0,0,0,0,0,"Negative",1,0
"character(0)1545",0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,"Negative",1,0
"character(0)1546",1,0,2,2,0,1,8,2,0,1,0,2,3,0,0,0,"Negative",1,1
"character(0)1547",0,0,3,2,0,1,4,0,0,1,4,0,0,0,0,0,"Negative",1,3
"character(0)1548",3,0,4,0,0,2,1,2,0,1,4,1,1,0,0,0,"Negative",0,1
"character(0)1549",2,0,6,0,0,1,1,1,0,6,0,4,1,0,0,0,"Negative",0,0
"character(0)1550",6,0,0,2,0,3,19,1,0,0,0,5,0,0,0,0,"Negative",0,5
"character(0)1551",1,0,1,2,0,3,10,2,0,0,2,1,3,0,0,0,"Negative",1,1
"character(0)1552",1,0,5,5,0,0,5,2,0,0,1,5,1,0,0,0,"Negative",7,0
"character(0)1553",0,0,9,0,0,1,6,1,0,0,0,1,3,0,0,0,"Negative",2,0
"character(0)1554",2,0,3,1,0,1,6,1,0,0,1,0,2,0,0,0,"Negative",0,0
"character(0)1555",0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,"Negative",0,2
"character(0)1556",4,0,4,2,0,2,2,1,0,1,4,0,2,0,0,0,"Negative",1,1
"character(0)1557",2,0,10,2,0,1,2,1,0,1,3,1,1,0,0,0,"Negative",2,2
"character(0)1558",0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,"Negative",0,1
"character(0)1559",2,0,4,3,0,3,0,1,0,3,1,1,0,0,0,0,"Negative",0,0
"character(0)1560",6,0,6,2,0,2,7,0,0,2,0,0,1,0,0,0,"Negative",1,0
"character(0)1561",3,0,12,0,0,1,2,2,0,1,0,1,1,0,0,0,"Negative",1,0
"character(0)1562",3,0,9,3,0,1,1,1,0,0,2,0,2,0,0,0,"Negative",1,0
"character(0)1563",2,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,"Negative",0,0
"character(0)1564",4,0,14,0,0,0,3,2,0,3,8,3,4,0,0,0,"Negative",0,2
"character(0)1565",7,0,2,2,0,5,0,0,0,2,0,1,3,0,0,0,"Negative",3,0
"character(0)1566",1,0,1,0,0,3,6,1,0,1,3,2,1,0,0,0,"Negative",1,2
"character(0)1567",4,0,2,0,0,0,8,0,0,1,2,1,0,0,0,0,"Negative",0,1
"character(0)1568",4,0,6,0,0,0,2,0,0,1,2,2,5,0,0,0,"Negative",1,1
"character(0)1569",1,0,14,2,0,2,0,1,0,1,2,7,2,0,0,0,"Negative",0,4
"character(0)1570",1,0,11,0,0,1,0,1,0,1,1,3,0,0,0,0,"Negative",0,1
"character(0)1571",3,0,12,0,0,1,9,1,0,1,1,2,0,0,0,0,"Negative",0,1
"character(0)1572",0,0,6,0,0,1,2,1,0,3,0,0,0,0,0,0,"Negative",0,0
"character(0)1573",3,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1574",4,0,5,0,0,2,6,2,0,2,1,0,4,0,0,0,"Negative",1,2
"character(0)1575",3,0,4,0,0,0,3,2,0,1,0,2,3,0,0,0,"Negative",0,1
"character(0)1576",5,0,6,1,0,1,6,1,0,0,0,2,0,0,0,0,"Negative",1,0
"character(0)1577",1,0,5,5,0,1,9,1,0,0,1,1,1,0,0,0,"Negative",4,2
"character(0)1578",0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0,"Negative",0,0
"character(0)1579",1,0,7,3,0,4,1,3,0,0,0,0,2,0,0,0,"Negative",2,0
"character(0)1580",2,0,8,0,0,0,2,2,0,0,1,5,1,0,0,0,"Negative",1,0
"character(0)1581",1,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,"Negative",1,4
"character(0)1582",0,0,6,0,0,2,3,1,0,1,2,0,0,0,0,0,"Negative",0,0
"character(0)1583",0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,"Negative",0,0
"character(0)1584",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1585",1,0,2,0,0,1,3,1,0,0,3,0,1,0,0,0,"Negative",0,0
"character(0)1586",3,0,10,2,0,4,2,2,0,0,8,0,1,0,0,0,"Negative",7,1
"character(0)1587",2,0,4,1,0,0,4,0,0,1,1,0,0,0,0,0,"Negative",0,1
"character(0)1588",1,0,3,2,0,0,3,0,0,3,0,1,2,0,0,0,"Negative",4,1
"character(0)1589",0,0,4,0,0,0,5,5,0,0,3,0,1,0,0,0,"Negative",1,1
"character(0)1590",1,0,5,0,0,2,0,3,0,0,0,1,1,0,0,0,"Negative",0,1
"character(0)1591",2,0,4,0,0,1,4,3,0,1,2,1,1,0,0,0,"Negative",0,0
"character(0)1592",6,0,15,3,0,1,0,3,0,2,4,0,1,0,0,0,"Negative",1,2
"character(0)1593",1,0,4,0,0,2,1,2,0,0,1,1,2,0,0,0,"Negative",1,1
"character(0)1594",4,0,7,1,0,1,3,1,0,0,0,1,3,0,0,0,"Negative",0,1
"character(0)1595",7,0,2,3,0,2,6,0,0,1,4,3,0,0,0,0,"Negative",3,3
"character(0)1596",1,0,1,1,0,0,4,0,0,0,0,0,1,0,0,0,"Negative",0,1
"character(0)1597",4,0,7,2,0,2,3,5,0,3,3,2,0,0,0,0,"Negative",4,7
"character(0)1598",0,0,5,1,0,2,3,0,0,0,0,1,2,0,0,0,"Negative",1,4
"character(0)1599",0,0,4,1,0,0,5,1,0,1,0,2,0,0,0,0,"Negative",4,2
"character(0)1600",0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,"Negative",0,0
"character(0)1601",0,0,11,2,0,3,2,0,0,3,0,0,4,0,0,0,"Negative",4,1
"character(0)1602",0,0,2,1,0,1,6,1,0,1,0,2,0,0,0,0,"Negative",0,0
"character(0)1603",0,0,2,0,0,1,3,1,0,1,0,1,0,0,0,0,"Negative",0,0
"character(0)1604",5,0,0,3,0,3,17,0,0,5,0,7,1,0,0,0,"Negative",0,0
"character(0)1605",5,0,1,2,0,1,4,1,0,2,2,0,0,0,0,0,"Negative",0,1
"character(0)1606",1,0,1,0,0,1,7,0,0,0,0,8,4,0,0,0,"Negative",0,0
"character(0)1607",2,0,4,3,0,4,3,1,0,0,0,5,3,0,0,0,"Negative",1,3
"character(0)1608",0,0,6,0,0,1,2,0,0,1,1,3,0,0,0,0,"Negative",0,0
"character(0)1609",1,0,12,1,0,1,3,2,0,0,1,0,2,0,0,0,"Negative",0,2
"character(0)1610",1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,"Negative",0,1
"character(0)1611",1,0,5,1,0,0,1,1,0,2,0,1,0,0,0,0,"Negative",0,1
"character(0)1612",0,0,1,1,0,0,7,1,0,2,1,0,2,0,0,0,"Negative",1,1
"character(0)1613",4,0,4,0,0,2,1,0,0,3,1,0,0,0,0,0,"Negative",0,0
"character(0)1614",0,0,18,2,0,3,0,4,0,4,2,0,3,0,0,0,"Negative",3,4
"character(0)1615",0,0,2,0,0,1,5,1,0,1,2,1,0,0,0,0,"Negative",0,0
"character(0)1616",0,0,3,0,0,0,1,0,0,1,0,1,2,0,0,0,"Negative",0,0
"character(0)1617",3,0,3,4,0,2,0,0,0,1,2,2,3,0,0,0,"Negative",1,0
"character(0)1618",3,0,4,0,0,3,2,2,0,0,1,1,2,0,0,0,"Negative",0,1
"character(0)1619",2,0,15,5,0,6,0,1,0,3,6,4,2,0,0,0,"Negative",2,0
"character(0)1620",1,0,7,3,0,4,1,3,0,0,1,2,1,0,0,0,"Negative",0,0
"character(0)1621",6,0,14,1,0,2,5,2,0,1,8,0,4,0,0,0,"Negative",2,0
"character(0)1622",2,0,16,1,0,0,0,1,0,2,2,0,1,0,0,0,"Negative",0,1
"character(0)1623",1,0,19,9,0,10,8,3,0,1,2,1,6,0,0,0,"Negative",5,1
"character(0)1624",2,0,6,1,0,2,1,3,0,9,1,0,0,0,0,0,"Negative",0,0
"character(0)1625",0,0,0,0,0,0,6,1,0,1,1,0,2,0,0,0,"Negative",1,2
"character(0)1626",1,0,8,0,0,1,1,2,0,0,1,1,3,0,0,0,"Negative",1,0
"character(0)1627",1,0,3,0,0,0,3,1,0,2,2,1,0,0,0,0,"Negative",1,0
"character(0)1628",1,0,14,3,0,1,6,0,0,5,2,0,0,0,0,0,"Negative",0,1
"character(0)1629",2,0,2,0,0,1,3,3,0,1,0,0,0,0,0,0,"Negative",1,1
"character(0)1630",2,0,3,7,0,1,6,1,0,2,3,0,0,0,0,0,"Negative",6,2
"character(0)1631",1,0,2,1,0,1,2,0,0,0,1,4,1,0,0,0,"Negative",0,0
"character(0)1632",1,0,3,0,0,3,3,0,0,0,1,2,1,0,0,0,"Negative",0,0
"character(0)1633",0,0,3,0,0,1,2,1,0,1,0,1,1,0,0,0,"Negative",1,2
"character(0)1634",1,0,7,0,0,3,6,1,0,2,0,2,1,0,0,0,"Negative",1,4
"character(0)1635",3,0,7,1,0,1,0,3,0,1,0,0,4,0,0,0,"Negative",3,5
"character(0)1636",4,0,8,6,0,1,7,2,0,10,0,1,2,0,0,0,"Negative",2,3
"character(0)1637",1,0,5,0,0,1,9,3,0,3,2,0,1,0,0,0,"Negative",2,1
"character(0)1638",2,0,3,0,0,2,3,1,0,0,1,0,0,0,0,0,"Negative",0,0
"character(0)1639",6,0,11,2,0,0,1,1,0,1,3,1,2,0,0,0,"Negative",1,3
"character(0)1640",0,0,1,2,0,2,5,1,0,0,1,0,4,0,0,0,"Negative",1,0
"character(0)1641",2,0,8,0,0,0,6,0,0,1,2,3,1,0,0,0,"Negative",0,0
"character(0)1642",1,0,1,2,0,0,2,0,0,2,1,0,1,0,0,0,"Negative",1,2
"character(0)1643",3,0,3,1,0,4,3,3,0,6,0,1,2,0,0,0,"Negative",0,0
"character(0)1644",1,0,8,1,0,1,2,2,0,0,0,1,1,0,0,0,"Negative",0,3
"character(0)1645",3,0,7,2,0,5,2,5,0,0,2,0,1,0,0,0,"Negative",0,2
"character(0)1646",1,0,8,1,0,1,0,1,0,1,0,0,3,0,0,0,"Negative",0,0
"character(0)1647",2,0,8,2,0,1,12,2,0,0,2,0,4,0,0,0,"Negative",1,0
"character(0)1648",2,0,8,0,0,2,0,1,0,0,1,3,5,0,0,0,"Negative",0,1
"character(0)1649",1,0,2,2,0,1,1,2,0,0,3,3,1,0,0,0,"Negative",1,1
"character(0)1650",0,0,5,0,0,2,3,0,0,0,4,1,1,0,0,0,"Negative",1,0
"character(0)1651",2,0,1,0,0,2,0,3,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1652",1,0,8,1,0,0,2,1,0,3,0,2,4,0,0,0,"Negative",1,1
"character(0)1653",2,0,2,2,0,1,3,1,0,1,3,1,1,0,0,0,"Negative",2,2
"character(0)1654",2,0,9,0,0,3,3,1,0,2,3,0,4,0,0,0,"Negative",1,0
"character(0)1655",0,0,0,2,0,0,6,3,0,0,1,0,0,0,0,0,"Negative",4,0
"character(0)1656",3,0,7,2,0,4,3,4,0,2,1,1,1,0,0,0,"Negative",1,4
"character(0)1657",0,0,7,0,0,0,2,1,0,1,0,1,0,0,0,0,"Negative",2,1
"character(0)1658",1,0,4,1,0,1,1,1,0,1,1,0,0,0,0,0,"Negative",0,2
"character(0)1659",1,0,5,0,0,1,2,2,0,1,0,2,1,0,0,0,"Negative",1,1
"character(0)1660",4,0,6,1,0,2,7,2,0,2,1,0,1,0,0,0,"Negative",1,2
"character(0)1661",0,0,0,3,0,0,5,2,0,0,1,0,2,0,0,0,"Negative",2,4
"character(0)1662",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"Negative",0,1
"character(0)1663",0,0,5,0,0,1,1,1,0,0,1,1,0,0,0,0,"Negative",1,0
"character(0)1664",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Negative",0,2
"character(0)1665",0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,"Negative",0,1
"character(0)1666",1,0,1,2,0,1,1,0,0,0,1,1,1,0,0,0,"Negative",0,0
"character(0)1667",0,0,0,0,0,2,2,2,0,1,0,4,1,0,0,0,"Negative",0,0
"character(0)1668",1,0,2,1,0,1,1,1,0,1,0,1,1,0,0,0,"Negative",1,1
"character(0)1669",3,0,15,3,0,5,14,2,0,2,2,1,1,0,0,0,"Negative",1,0
"character(0)1670",1,0,0,3,0,1,9,1,0,1,3,0,1,0,0,0,"Negative",0,0
"character(0)1671",1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"Negative",0,0
"character(0)1672",1,0,1,6,0,2,12,1,0,3,0,2,2,0,0,0,"Negative",7,0
"character(0)1673",0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,"Negative",2,2
"character(0)1674",1,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1675",0,0,2,2,0,1,3,2,0,0,1,1,0,0,0,0,"Negative",1,0
"character(0)1676",0,0,4,2,0,3,18,4,0,2,6,0,3,0,0,0,"Negative",8,0
"character(0)1677",4,0,13,2,0,0,1,2,0,2,5,0,0,0,0,0,"Negative",2,3
"character(0)1678",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1679",0,0,2,3,0,0,8,0,0,0,0,0,2,0,0,0,"Negative",7,1
"character(0)1680",0,0,4,4,0,2,3,2,0,1,0,0,1,0,0,0,"Negative",5,1
"character(0)1681",6,0,4,2,0,1,7,2,0,0,2,0,1,0,0,0,"Negative",6,4
"character(0)1682",2,0,10,0,0,2,1,0,0,2,1,0,2,0,0,0,"Negative",0,2
"character(0)1683",0,0,7,2,0,2,4,2,0,4,7,0,1,0,0,0,"Negative",1,2
"character(0)1684",3,0,3,2,0,2,2,2,0,2,0,0,0,0,0,0,"Negative",3,2
"character(0)1685",0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1686",1,0,11,3,0,3,0,0,0,1,3,0,3,0,0,0,"Negative",0,0
"character(0)1687",1,0,7,3,0,0,10,2,0,0,1,0,0,0,0,0,"Negative",1,1
"character(0)1688",0,0,0,0,0,1,10,1,0,2,1,1,0,0,0,0,"Negative",6,1
"character(0)1689",2,0,0,0,0,1,7,0,0,3,3,0,1,0,0,0,"Negative",1,2
"character(0)1690",4,0,1,0,0,4,21,0,0,0,4,0,0,0,0,0,"Negative",4,0
"character(0)1691",0,0,0,1,0,4,9,5,0,2,2,0,2,0,0,0,"Negative",4,1
"character(0)1692",4,0,3,0,0,1,10,1,0,1,1,2,1,0,0,0,"Negative",0,0
"character(0)1693",1,0,3,0,0,1,3,1,0,1,0,0,0,0,0,0,"Negative",1,0
"character(0)1694",1,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,"Negative",0,0
"character(0)1695",8,0,11,0,0,0,0,0,0,4,2,0,1,0,0,0,"Negative",1,2
"character(0)1696",1,0,1,0,0,1,1,2,0,1,3,1,0,0,0,0,"Negative",0,0
"character(0)1697",3,0,1,3,0,1,7,3,0,4,1,3,2,0,0,0,"Negative",1,0
"character(0)1698",3,0,6,0,0,0,4,2,0,1,1,2,3,0,0,0,"Negative",1,0
"character(0)1699",0,0,5,3,0,4,3,2,0,2,0,2,2,0,0,0,"Negative",5,4
"character(0)1700",1,0,8,1,0,1,0,2,0,0,0,2,4,0,0,0,"Negative",0,1
"character(0)1701",0,0,1,2,0,2,4,0,0,1,2,0,2,0,0,0,"Negative",0,2
"character(0)1702",0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,"Negative",0,1
"character(0)1703",1,0,5,1,0,0,2,1,0,0,0,1,1,0,0,0,"Negative",1,4
"character(0)1704",0,0,4,0,0,1,4,0,0,0,0,1,1,0,0,0,"Negative",0,2
"character(0)1705",1,0,0,1,0,1,3,0,0,3,1,0,1,0,0,0,"Negative",6,2
"character(0)1706",3,0,8,0,0,2,0,4,0,0,1,3,2,0,0,0,"Negative",2,1
"character(0)1707",7,0,6,0,0,0,1,2,0,1,0,0,0,0,0,0,"Negative",0,0
"character(0)1708",1,0,11,0,0,1,0,3,0,0,0,4,0,0,0,0,"Negative",0,0
"character(0)1709",2,0,15,5,0,4,1,2,0,4,6,4,0,0,0,0,"Negative",4,1
"character(0)1710",4,0,8,1,0,1,4,0,0,0,0,0,3,0,0,0,"Negative",1,1
"character(0)1711",1,0,0,4,0,4,11,2,0,2,0,0,7,0,0,0,"Negative",10,1
"character(0)1712",6,0,9,1,0,3,2,1,0,3,1,1,0,0,0,0,"Negative",1,0
"character(0)1713",2,0,10,3,0,4,5,2,0,4,0,0,2,0,0,0,"Negative",0,0
"character(0)1714",3,0,0,1,0,2,3,1,0,2,3,0,1,0,0,0,"Negative",2,1
"character(0)1715",2,0,6,1,0,0,1,0,0,0,4,3,0,0,0,0,"Negative",1,0
"character(0)1716",1,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,"Negative",0,1
"character(0)1717",0,0,5,0,0,4,3,1,0,2,0,0,2,0,0,0,"Negative",2,0
"character(0)1718",2,0,4,0,0,2,8,3,0,2,1,0,1,0,0,0,"Negative",0,0
"character(0)1719",0,0,0,2,0,1,13,1,0,2,0,0,8,0,0,0,"Negative",1,0
"character(0)1720",0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,"Negative",0,0
"character(0)1721",0,0,8,0,0,0,2,0,0,4,1,2,1,0,0,0,"Negative",1,0
"character(0)1722",0,0,0,2,0,0,3,1,0,2,0,2,0,0,0,0,"Negative",0,0
"character(0)1723",0,0,2,4,0,3,5,2,0,1,2,2,1,0,0,0,"Negative",1,1
